"","X","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"1074",1074,"HOMEBASE TRADING & GEN MERCHANDISE","SHENZHEN LUYE EAST INDUSTRY CO LTD","CN",3,"GLUE",487130,4500,108.2511111,"China"
"1075",1075,"HOMEBASE TRADING & GEN MERCHANDISE","SHENZHEN SPEEDY IMP & EXP CO., LTD.","CN",3,"GLUE",403637,4500,89.69711111,"China"
"1076",1076,"TAIPHIL PROTECH INDUSTRIAL INC.","NEW VISTA LIMITED","HK",3,"GLUE",289436,59,4905.694915,"Hong Kong SAR China"
"1077",1077,"STT PHILIPPINES INC","STT INC.","JP",3,"GLUE",7021728,9072,774,"Japan"
"1078",1078,"SYNERGY SALES INTERNATIONAL CORP","XIAMEN QICHEN IMPORT & EXPORT","CN",3,"GLUE",638011,22000,29.0005,"China"
"1079",1079,"MCGK WOODWORKS INC.","AKZO NOBEL ADHESIVE PTE LTD","SG",3,"GLUE",657949,2795,235.4021467,"Singapore"
"1080",1080,"BRENNTAG INGREDIENTS INC.","DUPONT NUTRITION BIOSCIENCES","DK",3,"OTHERS",1075924,680,1582.241176,"Denmark"
"1081",1081,"H.B FULLER (PHILIPPINES) INC.","H. B. FULLER ADHESIVES MALAYSIA SDN","MY",3,"ADHESIVE",875813,9100,96.24318681,"Malaysia"
"1082",1082,"ALL INCLUSIVE SALES INC.","AMERSEAL INDUSTRIAL SDN BHD","MY",3,"OTHERS",2400727,8464,283.6397684,"Malaysia"
"1083",1083,"BOSTIK PHILIPPINES INC.","JIANGSU BOSTIK ADHESIVE CO. LTD","CN",3,"ADHESIVE",759179,3000,253.0596667,"China"
"1084",1084,"HILTI PHILIPPINES INC.","HILTI CORPORATION","SG",3,"ADHESIVE",8501342,53196,159.8116776,"Singapore"
"1085",1085,"HILTI PHILIPPINES INC.","HILTI CORPORATION","SG",3,"OTHERS",12770853,21083,605.741735,"Singapore"
"1086",1086,"AKAGI GOMU PHILS. CORP.","AKAGI CO., LTD.","JP",3,"OTHERS",1328123,5970,222.4661642,"Japan"
"1087",1087,"SIGLO LEATHERWARE MANUFACTURING INC","SHEN ZHEN GNG CO LTD.","CN",3,"ADHESIVE",1131634,1835,616.6942779,"China"
"1088",1088,"MYSTIC FABRIC ENTERPRISE","ADTEK MALAYSIA SDN BHD","MY",3,"ADHESIVE",924563,20757,44.54222672,"Malaysia"
"1089",1089,"CONSOLIDATED ADHESIVES INC","ADTEK MALAYSIA SDN BHD","MY",3,"GLUE",1801957,17000,105.9974706,"Malaysia"
"1090",1090,"NAN PAO RESINS CHEMICAL PHILIPPINES","FOSHAN NAN PAO ADVANCED MATERIALS C","CN",3,"ADHESIVE",1282804,10800,118.7781481,"China"
"1091",1091,"H.B FULLER (PHILIPPINES) INC.","H.B FULLER (CHINA) ADHESIVES LTD","CN",3,"ADHESIVE",3314260,12480,265.5657051,"China"
"1092",1092,"PROCTER & GAMBLE PHILIPPINES INC","HENKEL CHEMICAL TECHNOLOGIES (SHANG","CN",3,"ADHESIVE",4394048,17280,254.2851852,"China"
"1093",1093,"COPYLANDIA OFFICE SYSTEMS CORP.","HORIZON INTERNATIONAL INC.","JP",3,"GLUE",572878,1098,521.7468124,"Japan"
"1094",1094,"BOSTIK PHILIPPINES INC.","BOSTIK FINDLEY CHINA CO. LTD.","CN",3,"OTHERS",2073510,10825,191.5482679,"China"
"1095",1095,"ROMTECH CONSTRUCTION INC","ARDEX SINGAPORE PTE LTD","SG",3,"OTHERS",2464174,6305,390.8285488,"Singapore"
"1096",1096,"LLOYD LABORATORIES INC.","INGREDION INC.","US",3,"MODIFIED STARCH",2123793,6129,346.5154185,"United States"
"1097",1097,"COMMODITY QUEST INC.","DEZHOU RUI KANG FOOD CO LTD","CN",3,"PROTEIN",23010306,2e+05,115.05153,"China"
"1098",1098,"COMMODITY QUEST INC.","DEZHOU RUIKANG FOOD CO., LTD","CN",3,"PROTEIN",11754196,1e+05,117.54196,"China"
"1099",1099,"DKSH PHILIPPINES INC.","ARCHER DANIELS MIDLAND CO","US",3,"PROTEIN",1277677,6000,212.9461667,"United States"
"1100",1100,"COMMODITY QUEST INC.","SHANDONG GUSHEN IMPORT EXPORT CO LT","CN",3,"PROTEIN",5808068,50000,116.16136,"China"
"1101",1101,"BOSTIK PHILIPPINES INC.","JIANGSU BOSTIK ADHESIVE CO. LTD","CN",3,"OTHERS",507264,1905,266.280315,"China"
"1102",1102,"SIKA PHILIPPINES INC.","SIKA LTD","JP",3,"SEAL",1470961,5274,278.9080394,"Japan"
"1103",1103,"BORAL PLASTERBOARD PHILIPPINES INC.","USG BORAL SDN BHD","MY",3,"OTHERS",7724798,470934,16.40314354,"Malaysia"
"1104",1104,"EUNICE INC.","ALISPED S.P.A","IT",3,"OTHERS",2688788,4000,672.197,"Italy"
"1105",1105,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","KLEBCHEMIE M G BECKER GMBH AND","NL",3,"OTHERS",3577501,13200,271.022803,"Netherlands"
"1106",1106,"BULWARK EQUIPMENT PARTSHOUSE INC","FLOOR CHEM ASIA CO., LTD","TH",3,"OTHERS",1516030,27215,55.70567702,"Thailand"
"1107",1107,"DKSH PHILIPPINES INC.","SMS CORPORATION CO LTD","TH",3,"OTHERS",696391,19500,35.71235897,"Thailand"
"1108",1108,"ALPLA PHILIPPINES INC","KRONES (THAILAND) CO., LTD.","TH",3,"OTHERS",597117,1120,533.1401786,"Thailand"
"1109",1109,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC (THAILAND) CO.,LTD.","TH",3,"ADHESIVE",9420543,17356,542.7830721,"Thailand"
"1110",1110,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC CORPORATION","JP",3,"ADHESIVE",11754235,30657,383.4111296,"Japan"
"1111",1111,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC (THAILAND) CO., LTD.","TH",3,"ADHESIVE",3677206,6653,552.7139636,"Thailand"
"1112",1112,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC SINGAPORE PTE LTD","SG",3,"ADHESIVE",2184228,3280,665.9231707,"Singapore"
"1113",1113,"MYBRUSH TECHNOLOGY (PHIL.) INC.","MYBRUSH INDUSTRIES SDN BHD","MY",3,"OTHERS",714664,6,119110.6667,"Malaysia"
"1114",1114,"DYSON ELECTRONICS PTE LTD PH BRANCH","HENKEL SINGAPORE PTE LTD","SG",3,"OTHERS",312669,60,5211.15,"Singapore"
"1115",1115,"ARKRAY INDUSTRY INC","ARKRAY FACTORY PINGHU INC","CN",3,"OTHERS",322421,94,3430.010638,"China"
"1116",1116,"FORGEMS MARKETING CO. INC.","GRAIN PROCESSING CORPORATION","US",3,"OTHERS",1348539,34000,39.66291176,"United States"
"1117",1117,"MAPEI PHILIPPINES INC","POLYGLASS SPA","IT",3,"OTHERS",537377,1500,358.2513333,"Italy"
"1118",1118,"BASF PHILIPPINES INC","BASF (MALAYSIA) SDN. BHD.","MY",3,"SEAL",518597,18810,27.57028177,"Malaysia"
"1119",1119,"BASF PHILIPPINES INC","PT BASF DISTRIBUTION INDONESIA","ID",3,"SEAL",755903,40000,18.897575,"Indonesia"
"1120",1120,"INGREDION PHILIPPINES INC.","INGREDION CHINA LIMITED","CN",3,"MODIFIED STARCH",10682775,60250,177.3074689,"China"
"1121",1121,"JEBSEN & JESSEN INGREDIENTS (P)","VEDAN VIETNAM ENTERPRISE CORP","VN",3,"MODIFIED STARCH",4477077,126000,35.53235714,"Vietnam"
"1122",1122,"BATAAN 2020 INC.","NATIONAL STARCH AND CHEMICAL (THAIL","TH",3,"MODIFIED STARCH",1738726,50250,34.60151244,"Thailand"
"1123",1123,"INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",3,"MODIFIED STARCH",1704051,54000,31.5565,"Thailand"
"1124",1124,"THE PUREFOODS HORMEL COMPANY INC","GENERAL STARCH LTD","TH",3,"MODIFIED STARCH",5781000,229500,25.18954248,"Thailand"
"1125",1125,"RAM FOOD PRODUCTS INC","SINO-THAI STARCH CO., LTD","TH",3,"MODIFIED STARCH",1005596,18000,55.86644444,"Thailand"
"1126",1126,"ENASIA IMPORT EXPORT CORPORATION","GREEN SIAM MARKETING CO LTD","VN",3,"MODIFIED STARCH",516267,19000,27.17194737,"Vietnam"
"1127",1127,"THE PUREFOODS HORMEL COMPANY INC","GENERAL STARCH LIMITED","TH",3,"MODIFIED STARCH",1927509,76500,25.19619608,"Thailand"
"1128",1128,"C.B. ANDREW PHILIPPINES INC.","TAPIOCA DEVELOPMENT CORP LTD","TH",3,"MODIFIED STARCH",753839,20000,37.69195,"Thailand"
"1129",1129,"NUTRI-ASIA INC.","TATE & LYLE NETHERLANDS B.V.","NL",3,"MODIFIED STARCH",8567681,176750,48.47344272,"Netherlands"
"1130",1130,"MC RITZ INTERNATIONAL CORPORATION","E H M INTERTRADING CO., LTD.","TH",3,"MODIFIED STARCH",1950261,60000,32.50435,"Thailand"
"1131",1131,"WRIGLEY PHILIPPINES INC","JASOL ASIA PACIFIC LIMITED","TH",3,"STARCH",287255,5000,57.451,"Thailand"
"1132",1132,"WALLCROWN DESIGN CENTER INC.","MIDPACK INDUSTRIES (M) SDN BHD","MY",3,"OTHERS",415130,719,577.3713491,"Malaysia"
"1133",1133,"WU KONG SINGAPORE PTE. LTD. PHIL.","DOW CORNING (0178) CDW","US",3,"OTHERS",844041,1230,686.2121951,"United States"
"1134",1134,"SAN MIGUEL BREWERY INC","ENZYBEL INTERNATIONAL S.A","BE",3,"OTHERS",1732382,572,3028.63986,"Belgium"
"1135",1135,"ALPHATEC CHEMICAL CORP","ALPHA KOGYO K.K","JP",3,"OTHERS",627653,1440,435.8701389,"Japan"
"1136",1136,"ART BLISS SPECIALTY PRODUCTS CORP.","SHANDONG DEYUAN EPOXY RESIN","CN",3,"ADHESIVE",2359384,14600,161.6016438,"China"
"1137",1137,"GCK INTERNATIONAL INC","UZIN UTZ CONSTRUCTION MATERIALS SHA","CN",3,"OTHERS",407955,3600,113.3208333,"China"
"1138",1138,"ALLKEY INTERNATIONAL INC.","SAMJI PROTECTIVE TAPE (CHINA)","CN",3,"TAPE",1766534,4157,424.9540534,"China"
"1139",1139,"ALTERNATIVES FOOD CORP","SCANFLAVOUR A/S","DK",3,"PROTEIN",6159751,132000,46.6647803,"Denmark"
"1140",1140,"BOSTIK PHILIPPINES INC.","BOSTIK INDIA PRIVATE LIMITED","IN",3,"OTHERS",5131774,21300,240.9283568,"India"
"1141",1141,"FURUKAWA SANGYO KAISHA PHILIPPINES","NISHI TOKYO CHEMIX CORPORATION","JP",3,"OTHERS",672690,65,10349.07692,"Japan"
"1142",1142,"KK CONVERTER PHILS INC.","KUO TAI RESIN INDUSTRIAL CO LTD","TW",3,"OTHERS",2666527,86760,30.73452052,"Taiwan"
"1143",1143,"CONNELL BROS. COMPANY PILIPINAS INC","ANHUI WANWEI INTERNATIONAL TRADE CO","CN",3,"OTHERS",1104031,12000,92.00258333,"China"
"1144",1144,"MONDELEZ PHILIPPINES INC","FONTERRA LIMITED","NZ",3,"OTHERS",39394494,111300,353.9487332,"New Zealand"
"1145",1145,"DSM NUTRITIONAL PRODUCTS PHILIPPINE","DSM NUTRITIONAL PRODUCTS ASIA","SG",3,"OTHERS",4008899,5000,801.7798,"Singapore"
"1146",1146,"UNIVERSAL ROBINA CORPORATION","DSM NUTRITIONAL PRODUCTS ASIA","SG",3,"OTHERS",9074658,19760,459.2438259,"Singapore"
"1147",1147,"REFAMED RESEARCH LABORATORY","ADISSEO ASIA PACIFIC PTE LTD","SG",3,"OTHERS",2153865,5000,430.773,"Singapore"
"1148",1148,"JETBEST ANIMAL NUTRITION AND HEALTH","ADISSEO ASIA PACIFIC PTE LTD","SG",3,"OTHERS",2363063,4000,590.76575,"Singapore"
"1149",1149,"KASAMAHAN KAIBIGAN TRADING","NINGBO SUNLIT INTERNATIONAL CO., LT","CN",3,"GLUE",4281182,91604,46.7357539,"China"
"1150",1150,"3M PHILIPPINES (EXPORT) INC.","3M FRANCE","BE",3,"OTHERS",4643853,2736,1697.314693,"Belgium"
"1151",1151,"BOSTIK PHILIPPINES INC.","BOSTIK AUSTRALIA PTY LTD","AU",3,"ADHESIVE",6264998,30240,207.1758598,"Australia"
"1152",1152,"BOSTIK PHILIPPINES INC.","BOSTIK AUSTRALIA PTY LTD","AU",3,"SEAL",5554793,26221,211.8452004,"Australia"
"1153",1153,"PILIPINAS KYOHRITSU INC.","SUMITOMO WIRING SYSTEMS, LTD","JP",3,"SEAL",276442,197,1403.258883,"Japan"
"1154",1154,"SIKA PHILIPPINES INC.","SIKA AUSTRALIA PTY LTD.","AU",3,"OTHERS",572648,3820,149.9078534,"Australia"
"1155",1155,"STT PHILIPPINES INC","STT INC.","JP",3,"SEAL",6999626,9027,775.4099922,"Japan"
"1156",1156,"ALLGEMEINE BAU CHEMIE PHIL INC","MOMENTIVE PERFORMANCE MATERIALS (TH","TH",3,"SEAL",3274370,14400,227.3868056,"Thailand"
"1157",1157,"KDTECHNOLOGIES INC.","KYOEI DENKI SINGAPORE PTE LTD","SG",3,"OTHERS",4484326,1683,2664.48366,"Singapore"
"1158",1158,"ACBEL POLYTECH PHILIPPINES INC.","SOONEST EXPRESS H.K. CO LTD.","HK",3,"OTHERS",3071707,8850,347.0855367,"Hong Kong SAR China"
"1159",1159,"DENROX BLESS INTERNATIONAL TRADING","HEBEI YUEHAN TRADING CO LTD","CN",3,"SEAL",648263,12000,54.02191667,"China"
"1160",1160,"MGM FOOD & COMMODITIES CORP.","ROYAL INGREDIENTS GROUP HK LTD","CN",3,"PROTEIN",3026250,25000,121.05,"China"
"1161",1161,"FRABELLE CORPORATION","QINGDAO LANKANG INTERNATIONAL","CN",3,"PROTEIN",5410240,44000,122.96,"China"
"1162",1162,"LATICRETE PHILIPPINES INC.","LATICRETE INTERNATIONAL INC","US",3,"OTHERS",453163,6819,66.45593195,"United States"
"1163",1163,"CARGILL TEXTURIZING SOLUTIONS","CARGILL INCORPORATED","US",3,"MODIFIED STARCH",1237614,15876,77.95502646,"United States"
"1164",1164,"UYSEKUA INDUSTRIAL CORPORATION","OFFISERVICE GMBH","DE",3,"GLUE",389161,720,540.5013889,"Germany"
"1165",1165,"PHILIPPINE DESICCANTS INC.","AP TECH CORP.","JP",3,"STARCH",470193,1280,367.3382813,"Japan"
"1166",1166,"PACKAGEWORLD INC.","CHUEN HUAH CHEMICAL CO., LTD.","TW",3,"STARCH",685978,8100,84.68864198,"Taiwan"
"1167",1167,"PROCTER & GAMBLE PHILIPPINES INC","GENENCOR INTERNATIONAL B.V.","FI",3,"OTHERS",2893463,10000,289.3463,"Finland"
"1168",1168,"PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES A/S KROGSHOJVEJ 36","DK",3,"OTHERS",3400426,4000,850.1065,"Denmark"
"1169",1169,"TEMIC AUTOMOTIVE (PHILS.) INC.","DOW EUROPE GMBH C/O DSV LOGISTICS","BE",3,"ADHESIVE",662341,909,728.6479648,"Belgium"
"1170",1170,"PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES (CHINA) BIOTECHNOLOGY CO","CN",3,"OTHERS",1627100,4000,406.775,"China"
"1171",1171,"S.D. TRADING CORPORATION","SUNSTAR CHEMICAL (THAILAND)","TH",3,"SEAL",955842,23903,39.98836966,"Thailand"
"1172",1172,"BOSTIK PHILIPPINES INC.","CORKJOINT SINGAPORE PTD LTD","SG",3,"OTHERS",2987080,12090,247.070306,"Singapore"
"1173",1173,"BRENNTAG INGREDIENTS INC.","SOLAE LLC","US",3,"OTHERS",3299818,18000,183.3232222,"United States"
"1174",1174,"BRENNTAG INGREDIENTS INC.","ROQUETTE FRERES","FR",3,"OTHERS",3261085,29975,108.7934946,"France"
"1175",1175,"PURECHEM CORPORATION","THAI-MC COMPANY LIMITED","TH",3,"MODIFIED STARCH",828660,18000,46.03666667,"Thailand"
"1176",1176,"BRENNTAG INGREDIENTS INC.","NOVZYMES (CHINA) BIOTECHNOLOGY","CN",3,"OTHERS",3807923,11,346174.8182,"China"
"1177",1177,"HENKEL PHILIPPINES INC.","HENKEL (CHINA) INVESTMENT","CN",3,"OTHERS",619616,914,677.916849,"China"
"1178",1178,"HENKEL PHILIPPINES INC.","HENKEL CORPORATION","US",3,"OTHERS",324655,444,731.204955,"United States"
"1179",1179,"HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN B.V","NL",3,"OTHERS",1057398,5440,194.3746324,"Netherlands"
"1180",1180,"INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",3,"OTHERS",2175825,36742,59.21901366,"United States"
"1181",1181,"ROSPARE ENTERPRISE","ENNIS MANUFACTURING SDN BHD","MY",3,"OTHERS",731358,26000,28.12915385,"Malaysia"
"1182",1182,"MARIWASA-SIAM CERAMICS INC.","SCG TRADING CO LTD","TH",3,"ADHESIVE",293634,50000,5.87268,"Thailand"
"1183",1183,"TRANS WORLD TRADING COMPANY","TOYOCHEM SPECIALTY CHEMICAL SDN BHD","MY",3,"OTHERS",3106473,16000,194.1545625,"Malaysia"
"1184",1184,"DRAPERY HARDWARE INC.","FOSHAN GRK COMMERCIAL CO LTD","CN",3,"OTHERS",285236,420,679.1333333,"China"
"1185",1185,"EC STRUCTURAL COMPOSITES INC","Fyfe Asia PTE ltd","SG",3,"EPOXY",554236,1786,310.3225084,"Singapore"
"1186",1186,"UNIVERSAL ROBINA CORPORATION","BDP NETHERLANDS B.V.","NL",3,"OTHERS",2483094,1800,1379.496667,"Netherlands"
"1187",1187,"UNIVERSAL ROBINA CORPORATION","KERRY INGREDIENTS & FLAVOURS","IE",3,"OTHERS",2486804,1800,1381.557778,"Ireland"
"1188",1188,"BELDAN MARKETING","DEMECH CHEMICAL PRODUCTS","IN",3,"OTHERS",1083402,6206,174.5733161,"India"
"1189",1189,"CHAIN GLASS ENTERPRISES INC.","DOW EUROPE GMBH C/O DSV LOGISTICS","BE",3,"OTHERS",903699,1319,685.1394996,"Belgium"
"1190",1190,"3M PHILS. INC.","3M APAC RDC PTE LTD","SG",3,"OTHERS",308728,403,766.0744417,"Singapore"
"1191",1191,"STMICROELECTRONICS INC.","HENKEL TECHNOLOGIES (KOREA) LTD","KR",3,"OTHERS",1661907,86,19324.5,"South Korea"
"1192",1192,"STMICROELECTRONICS INC.","HENKEL KOREA LTD","KR",3,"OTHERS",3728407,225,16570.69778,"South Korea"
"1193",1193,"STMICROELECTRONICS INC.","HENKEL MALAYSIA SDN.BHD","MY",3,"OTHERS",1285914,696,1847.577586,"Malaysia"
"1194",1194,"3M PHILS. INC.","3M SHANGHAI SPECIALTY","CN",3,"OTHERS",331669,617,537.5510535,"China"
"1195",1195,"NANOS TECH ELECTRONICS CORP.","NANOS CO LTD","KR",3,"OTHERS",688330,7,98332.85714,"South Korea"
"1196",1196,"STMICROELECTRONICS INC.","ABLESTIK (SHANGHAI) LTD","CN",3,"OTHERS",1639252,270,6071.303704,"China"
"1197",1197,"SFA SEMICON PHILIPPINES CORPORATION","CHEM-INTER CORPORATION","JP",3,"OTHERS",1066884,75,14225.12,"Japan"
"1198",1198,"REPUBLIC CHEMICAL INDUSTRIES INC.","POLYMERIC SYSTEMS INC","US",3,"OTHERS",547039,835,655.1365269,"United States"
"1199",1199,"STMICROELECTRONICS INC.","HENKEL ELECTRONICS MAT. (BELGIUM)NV","BE",3,"OTHERS",341257,140,2437.55,"Belgium"
"1200",1200,"ELEMATEC PHILIPPINES INC","ELEMATEC CORPORATION","JP",3,"ADHESIVE",6966080,1801,3867.895614,"Japan"
"1201",1201,"STMICROELECTRONICS INC.","HENKEL ELECTRONIC MATERIALS LLC","US",3,"OTHERS",1405277,75,18737.02667,"United States"
"1202",1202,"VISHAY (PHILS.) INC.","SOLEPOXY INC","US",3,"EPOXY",611623,304,2011.917763,"United States"
"1203",1203,"CIRTEK ELECTRONICS CORPORATION","CIRTEK SEMICONDUCTOR INC.","US",3,"EPOXY",1131739,61,18553.09836,"United States"
"1204",1204,"CIRTEK ELECTRONICS CORPORATION","CIRTEK SEMICONDUCTOR INC.","US",3,"ADHESIVE",1410723,43,32807.51163,"United States"
"1205",1205,"SMK ELECTRONICS PHILS CORP","THREE BOND(S)PTE LTD","SG",3,"ADHESIVE",604882,28,21602.92857,"Singapore"
"1206",1206,"DYSON ELECTRONICS PTE LTD PH BRANCH","MGY TECHNOLOGY CO.  LTD.","TW",3,"ADHESIVE",313400,21,14923.80952,"Taiwan"
"1207",1207,"TDK PHILIPPINES CORPORATION","KONISHIYASU CO LTD","JP",3,"ADHESIVE",308727,11,28066.09091,"Japan"
"1208",1208,"DYSON ELECTRONICS PTE LTD PH BRANCH","MGY TECHNOLOGY CO LTD","TW",3,"ADHESIVE",643808,44,14632,"Taiwan"
"1209",1209,"DYSON ELECTRONICS PTE LTD PH BRANCH","HENKEL SINGAPORE PTE LTD","SG",3,"ADHESIVE",7568014,450,16817.80889,"Singapore"
"1210",1210,"EATON INDUSTRIES PHILIPPINES LLC P","EPOXYSET INC","US",3,"ADHESIVE",9103197,1827,4982.592775,"United States"
"1211",1211,"MITSUMI PHILIPPINES INC.","HERAEUS ZHAOYUAN ELECTRONIC","CN",3,"ADHESIVE",731981,148,4945.817568,"China"
"1212",1212,"SUNPOWER PHILIPPINES MANUFACTURING","MERASIA LIMITE OB TEKNEK CHIN ALTD","HK",3,"ADHESIVE",623550,106,5882.54717,"Hong Kong SAR China"
"1213",1213,"SANYO DENKI PHILIPPINES INC.","NABELIN CO LTD","JP",3,"ADHESIVE",1264705,102,12399.06863,"Japan"
"1214",1214,"CEBU YMTECHNOLOGY INC.","SAGAMI SHOKO CO.,LTD.","JP",3,"ADHESIVE",7234853,381,18989.11549,"Japan"
"1215",1215,"HARVESTAR TECHNOLOGIES INC","HARVESTAR SOLUTIONS LIMITED","CN",3,"ADHESIVE",1817487,136,13363.875,"China"
"1216",1216,"IM DIGITAL PHIL INC","IM CO. LTD","KR",3,"ADHESIVE",2755219,209,13182.86603,"South Korea"
"1217",1217,"APM TECHNICA AG","EPOXY TECHNOLOGY","US",3,"ADHESIVE",1771856,96,18456.83333,"United States"
"1218",1218,"APM TECHNICA AG","APM TECHNICA GMBH","US",3,"ADHESIVE",355482,13,27344.76923,"United States"
"1219",1219,"ABS-CBN STUDIOS INC","INSUL-QUILTS INC.","US",3,"OTHERS",350298,420,834.0428571,"United States"
"1220",1220,"EPSON PRECISION(PHILIPPINES) INC.","HITACHI CHEMICAL ASIA-PACIFIC","SG",3,"OTHERS",843137,24,35130.70833,"Singapore"
"1221",1221,"EXCELITAS TECHNOLOGIES PHILIPPINES","APTEK LABORATORIES, INC.","US",3,"ADHESIVE",305481,161,1897.397516,"United States"
"1222",1222,"ELEMATEC ANGELES INC.","ELEMATEC CORPORATION","JP",3,"OTHERS",447423,34,13159.5,"Japan"
"1223",1223,"CONTINENTAL TEMIC ELECTRONICS PHILS","BONDLINE ELECTRONIC ADHESIVES INC","US",3,"OTHERS",293405,28,10478.75,"United States"
"1224",1224,"B/E AEROSPACE B.V. - (PHIL BRANCH)","CRAFTSMAN TOOLS LTD","US",3,"OTHERS",2311471,652,3545.20092,"United States"
"1225",1225,"NSEBIO CO. LTD. PHILIPPINE BRANCH","NOVOZYMES NORTH AMERICA INC.","US",3,"ENZYMES",279633,300,932.11,"United States"
"1226",1226,"PHIL. MFG. CO. OF MURATA INC.","MURATA MANUFACTURING CO.,LTD","JP",3,"OTHERS",3225970,1090,2959.605505,"Japan"
"1227",1227,"EQUIPMENT ENGINEERS INC.","CETCO POLAND CETCO SP Z O O SKA","PL",3,"OTHERS",1188614,1440,825.4263889,"Poland"
"1228",1228,"EQUIPMENT ENGINEERS INC.","CETCO POLAND CETCO SP Z O O SKA","PL",3,"ADHESIVE",1276896,1547,825.4014221,"Poland"
"1229",1229,"IMCD PHILIPPINES CORPORATION","KMC KARTOFFELMELCENTRALEN AMBA","DK",3,"MODIFIED STARCH",636749,1800,353.7494444,"Denmark"
"1230",1230,"NIDEC PHILIPPINES CORPORATION","KAKEN TECH CO., LTD","JP",3,"ADHESIVE",305900,19,16100,"Japan"
"1231",1231,"HAAS GROUP INTERNATIONAL PHILIPPINE","CYTEC ENGINEERED MATERIALS","US",3,"SEAL",941710,37,25451.62162,"United States"
"1232",1232,"HAAS GROUP INTERNATIONAL PHILIPPINE","NETMRO","US",3,"SEAL",745179,68,10958.51471,"United States"
"1233",1233,"MAXTRONIX INC.","DYMAX ASIA PACIFIC PTE LTD","SG",3,"OTHERS",570202,28,20364.35714,"Singapore"
"1234",1234,"ADERANS PHILIPPINES INC","NIHON UNIPOLYMER CO., LTD","JP",3,"OTHERS",1043054,2,521527,"Japan"
"1235",1235,"ON SEMICONDUCTOR PHILIPPINES INC.","SUMITOMO BAKELITE SINGAPORE","SG",3,"OTHERS",12642790,684,18483.61111,"Singapore"
"1236",1236,"MSPECIALTY PRINTING PHILIPPINES INC","MSP INC","JP",3,"OTHERS",468785,50,9375.7,"Japan"
"1237",1237,"TI (PHILIPPINES) INC.","DOW CORNING CORP.","US",3,"OTHERS",1323295,211,6271.540284,"United States"
"1238",1238,"AMERTRON INC.","UNITED RESIN CORPORATION","US",3,"ADHESIVE",390232,101,3863.683168,"United States"
"1239",1239,"JAIRATECH INC.","HUNSTMAN ADVANCED MATERIALS","US",3,"OTHERS",673143,110,6119.481818,"United States"
"1240",1240,"EATON INDUSTRIES PHILIPPINES LLC P","EPOXYSET INC","US",3,"EPOXY",1098222,224,4902.776786,"United States"
"1241",1241,"ELEMATEC PHILIPPINES INC","THAI DAIZO NICHIMOLY CO., LTD.","TH",3,"ADHESIVE",312086,81,3852.91358,"Thailand"
"1242",1242,"INTEGRATED MICRO-ELECTRONICS INC.","HERAUS ROMANIA","RO",3,"OTHERS",535633,8,66954.125,"Romania"
"1243",1243,"CHIYODA PHILIPPINES MANUFACTURING","CHIYODA MANUFACTURING CORP","JP",3,"OTHERS",309769,183,1692.726776,"Japan"
"1244",1244,"B/E AEROSPACE B.V. - (PHIL BRANCH)","MANKIEWICZ GEBR. & CO.","DE",3,"OTHERS",1893199,3159,599.3032605,"Germany"
"1245",1245,"N.T. PHILIPPINES INC.","TAIFLEX SCIENTIFIC CO. LTD.","TW",3,"OTHERS",830021,248,3346.858871,"Taiwan"
"1246",1246,"NIKKOSHI PHILIPPINES CORPORATION","NIKKOSHI CO.,LTD.","JP",3,"OTHERS",444527,49,9071.979592,"Japan"
"1247",1247,"HYSONIC PHILIPPINES INC","RBK EMD CO., LTD","KR",3,"GLUE",3385701,332,10197.89458,"South Korea"
"1248",1248,"MAXTRONIX INC.","DYMAX ASIA PACIFIC PTE. LTD","SG",3,"GLUE",1477861,55,26870.2,"Singapore"
"1249",1249,"HENKEL PHILIPPINES INC.","HENKEL LOCTITE(CHINA)CO.,LTD.","CN",3,"SEAL",518666,244,2125.680328,"China"
"1250",1250,"HENKEL PHILIPPINES INC.","HENKEL LOCTITE (CHINA) CO. LTD","CN",3,"ADHESIVE",1091326,1335,817.4726592,"China"
"1251",1251,"HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY  CHAIN","NL",3,"OTHERS",1046419,660,1585.483333,"Netherlands"
"1252",1252,"PIVOT-HAWKS MANILA. INC","ELLSWORTH ADHESIVES","US",3,"SEAL",560458,213,2631.258216,"United States"
"1253",1253,"INGREDION PHILIPPINES INC.","INGREDION SINGAPORE PTE LTD","SG",3,"STARCH",1807203,5085,355.3988201,"Singapore"
"1254",1254,"HILTI PHILIPPINES INC.","HILTI AKTIENGESELLSCHAFT","CH",3,"OTHERS",1411122,1563,902.8291747,"Switzerland"
