DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY(kg),DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
17-Jan,H B FULLER PHILS INC,H. B. FULLER (CHINA) ADHESIVES LTD.,LI JING 2 180102000000,0247A39268,CN,"8,000",ADVANTRA 8621 (HOT MELT ADHESIVES),"24,363.88","1,233,856.00"
12-Jan,H B FULLER PHILS INC,H.B FULLER (CHINA) ADHESIVES LTD,ASIA IPSA V.S048,0247A38357,CN,"3,087",ADVANTRA PHC 9255,"8,970.25","479,644.00"
30-Jan,H B FULLER PHILS INC,H.B FULLER ADHESIVE MALASYIA SDN BH,CMA CGM VERDI V.247E,COAU7120790600,MY,"10,800",ADVANTRA PHC 9256,"33,557.37","1,724,692.00"
17-Jan,H B FULLER PHILS INC,H. B. FULLER (CHINA) ADHESIVES LTD.,LI JING 2 180102000000,0247A39268,CN,"16,000",ADVANTRA PHC 9256 (HOT MELT ADHESIVES),"59,959.32","3,028,033.00"
12-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,SINO BRIDGE 001E,COAU7120780890,MY,"5,400",ADVANTRA PHC 9256 (INDUSTRIAL ADHESIVES),"16,995.98","859,112.00"
25-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 058E,COAU7120787660,MY,"5,400",ADVANTRA PHC 9256 (INDUSTRIAL ADHESIVES),"16,883.34","858,439.00"
25-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 058E,COAU7120787660,MY,"2,400",DURABOND HM 1368 (INDUSTRIAL ADHESIVES),"5,609.76","286,686.00"
12-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,SINO BRIDGE 001E,COAU7120780890,MY,"2,100",DURABOND HM 7296 (INDUSTRIAL ADHESIVES),"5,037.23","255,981.00"
25-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 058E,COAU7120787660,MY,"6,075",GRIPWELL 1201 (INDUSTRIAL ADHESIVES),"10,911.03","555,546.00"
11-Jan,H B FULLER PHILS INC,H B FULLER DEUTSCHLAND PRODUKTIONS,THALASSA ELPIDA V.0951-019E,17HAM0038633,DE,"13,125",HARMLESS GLUE HM 8229 E,"43,023.65","2,275,859.00"
12-Jan,H B FULLER PHILS INC,H.B FULLER (CHINA) ADHESIVES LTD,ASIA IPSA V.S048,0247A38357,CN,"14,513",HOT MELT ADHESIVES,"41,802.23","2,112,804.00"
10-Jan,HAMBURG TRADING CORPORATION,CARGILL BIO CHEMICAL CO LTD,CIRCULAR QUAY,XDFF301758,CN,"19,800",1X20 CONTAINER 792 BAGS DISTARCH PHOSPHATE C,"20,569.36","1,039,386.00"
17-Jan,HAMBURG TRADING CORPORATION,CARGILL BIO-CHEMICAL CO LTD,MARIA SCHULTE,XDFF301789,CN,"19,800",1X20 CONTAINER STC: 792 BAGS C STABITEX 0531,"15,196.63","774,809.00"
10-Jan,HAMBURG TRADING CORPORATION,CARGILL BIO CHEMICAL CO LTD,NAVIOS SUMMER,XDFF301737,CN,"19,850",1X20 CONTAINER STC: 794 BAGS DISTARCH PHOSPH,"15,233.31","772,476.00"
16-Jan,HAMBURG TRADING CORPORATION,CARGILL INCORPORATED,YM MATURITY V.047W,NYKSCHITH0845200,US,"32,500",2 X 20 CONTAINERS STC: 20 PALLETS C TEX 0620,"28,728.60","1,502,637.00"
24-Jan,HAMBURG TRADING CORPORATION,CARGILL DEUTSCHLAND GMBH,YM WELLNESS V. 013E,MOLU28014395520,DE,"85,000",5 X 20 CONTAINERS STC: 3400 BAGS C TEX 06205,"75,154.00","3,937,044.00"
8-Jan,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",IWASHIRO 249S,MEI1173043,JP,"1,194",LOCTITE,"28,667.41","1,506,636.00"
8-Jan,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",CAPE NABIL 030S,MEI1173042,JP,277,LOCTITE 331 AND ETC,"6,866.45","363,934.00"
22-Jan,HARBEST AGRIBUSINESS CORPORATION,LIANG JIN ENTERPRISE CO. LTD,MAERSK WEISBADEN 1801,KHHMNS80111KB002,TW,"5,280",ADHESIVE SPRAY,"16,776.27","897,062.00"
18-Jan,HARVESTAR TECHNOLOGIES INC,HARVESTAR SOLUTIONS LIMITED,CX919,NNRHKG237122,CN,74,ADHESIVE TAPE D-COVER ASSEMBLY,"38,090.80","2,026,642.00"
18-Jan,HARVESTAR TECHNOLOGIES INC,HARVESTAR SOLUTIONS LIMITED,CX919,NNRHKG237133,CN,76,ADHESIVE TAPE D-COVER ASSEMBLY  ETC,"27,246.80","1,451,478.00"
23-Jan,HBW ENTERPRISES COMPANY,"NINGBO SUNLIT INTERNATIONAL CO., LT",COSCO FUKUYAMA,COAU7056297740,CN,"56,840","WHITE GLUE-ITEM#EA-0800D, ITEM#G-40","59,257.27","3,023,005.00"
16-Jan,HBW ENTERPRISES COMPANY,"NINGBO SUNLIT INTERNATIONAL CO., LT",SEASPAN NEW DELHI,COAU7056296300,CN,"18,600","WHITE GLUE-ITEM#G-40, ITEM#G-100","11,904.31","609,571.00"
5-Jan,HBW ENTERPRISES COMPANY,"NINGBO SUNLIT INTERNATIONAL CO., LT",HAI LIAN,SITGNBMN205799,CN,"18,450","WHITE GLUE-ITEM#G-40, ITEM#G-100, ITEM#88151","9,217.59","468,953.00"
3-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVE TECHNOLOGIES,MOL HOPE,SSGN2630429277,VN,"27,000",1X20 & 1X40 CTR STC LOCTITE BONDACE 7103LTF,"69,545.40","3,519,549.00"
8-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVE TECHNOLOGIES,MOL HORIZON 1095E,SSGN2630431310,VN,"9,000",1X20 CTR STC LOCTITE BONDACE 7103LTF(E) ADHE,"23,231.80","1,172,923.00"
3-Jan,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,GUENTHER SCHULTE 708A,710012,ID,"4,475","1X20 CTR STC TECHNOMELT 2202 WV,TECHNOMELT S","10,879.55","557,935.00"
25-Jan,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,SONGA HAYDN 802A,710030,ID,"4,600","1X20 CTR STC TECHNOMELT SUPRA 2202 WV,TECHNO","11,591.17","596,162.00"
18-Jan,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,NORTHERN DEMOCRAT,710021,ID,"10,825","1X40 CTR STC TECHNOMELT SUPRA 100,2304 WV,22","24,286.22","1,237,798.00"
24-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,HUI JIN QIAO 188,UTCSE1801052,CN,"8,000","ADHESIVE (AQUENCE XP 210 20KG,","14,435.89","781,754.00"
12-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,MAGNAVIA 17002S,UTCSE1712125,CN,"10,000","ADHESIVE (TECHNOMELT COOL 2222 5KG,","25,444.75","1,283,616.00"
30-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,VICTORIA SCHULTE 1801,UTCSE1801130,CN,"20,700","ADHESIVE (TECHNOMELT GA 3030 W SPINE 25KG,","52,656.10","2,705,568.00"
30-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,VICTORIA SCHULTE 1801,UTCSE1801083,CN,"11,000","ADHESIVE (TECHNOMELT GA 3030 W SPINE 25KG,","27,687.15","1,424,890.00"
26-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,HUI JIN QIAO 188,UTCSE1801067,CN,"8,000","ADHESIVE (TECHNOMELT SUPRA 100 25KG,","22,572.46","1,213,565.00"
26-Jan,HENKEL PHILIPPINES INC.,HENKEL LOCTITE (CHINA) CO. LTD,CI0701,TAO839088,CN,192,HENKEL (TM) STC: ADHESIVE (407 CA PRODUCT,"10,840.88","587,375.00"
18-Jan,HENKEL PHILIPPINES INC.,HENKEL LOCTITE (CHINA) CO. LTD,CX907,TAO839053,CN,231,HENKEL (TM) STC: ADHESIVE (LOCTITE 480,"10,996.75","589,329.00"
5-Jan,HENKEL PHILIPPINES INC.,HENKEL SINGAPORE PTE LTD,CALICANTO BRIDGE 244N,MNL171206620167,SG,129,"LOCTITE 515 TB50MLEN/CH,LOCTITE 609 B050MLEN","5,775.97","308,008.00"
22-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MAERSK WIESBADEN VOY 1801,SHA807608,CN,"4,749",LOCTITE LIOFOL LA 6029 225KG,"17,707.03","900,156.00"
22-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MAERSK WIESBADEN VOY 1801,SHA807608,CN,"2,609",LOCTITES (TECHNOMELT EASY-PAC 100 25KG),"9,727.31","495,909.00"
19-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,SITC GENSAN 1802S,SHA699570,CN,"2,212",TECHNOMELT 3183 25 KG,"7,327.16","375,144.00"
5-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,HEUNG-A GREEN 0133S,SHA693818,CN,"3,000",TECHNOMELT 3183 25KG,"7,984.97","408,090.00"
15-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MAX KUDO 243VOS,SHA688038,CN,"6,000","TECHNOMELT 3183 25KG,TECHNOMELT EASY-PAC","17,187.05","867,155.00"
30-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MCC SEOUL VOY. 1803,SHA810034,CN,"8,110","TECHNOMELT EASY-PAC 100 25KG,","29,353.23","1,507,822.00"
8-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,XING HANG 68 171223,UTCSE1712089,CN,"3,400",TECHNOMELT SUPRA 100 25 KG,"11,031.78","589,978.00"
15-Jan,HENKEL PHILIPPINES INC.,HENKEL GLOBAL SUPPLY CHAIN BV,YM UBERTY V. 060E,MILXO7059829,NL,"1,536",TETRA PAK CAPFIX 100/TETRA PAK CAPFIX 500/TE,"6,150.66","330,907.00"
11-Jan,HENKEL PHILIPPINES INC.,HENKEL GLOBAL SUPPLY CHAIN B.V,YM UTOPIA 059E,MILXO7007729,NL,"2,304",TETRA PAK CAPFIX 600,"9,737.69","517,667.00"
29-Jan,HERCO TRADING INC,VITAL TECH SDN BHD,NAWATA BHUM 106E,PKGCB17011023,MY,"47,341",SEALANT,"38,010.74","2,058,244.00"
25-Jan,HGST PHILIPPINES CORP.,THREE BOND SINGAPORE PTE LTD,FX5158,691612,SG,13,THREEBOND 3037D,"5,332.00","291,727.00"
5-Jan,HI-Q COMMERCIAL.INC,PANCHEM INTERNATIONAL TRADING AND I,HYUNDAI GLORY,HDMUQIML3615080,CN,"7,500",GELATIN POWDER 210 BLOOM 50 MESH,"31,246.89","1,570,157.00"
5-Jan,HI-Q COMMERCIAL.INC,PANCHEM INTERNATIONAL TRADING AND I,HYUNDAI GLORY,HDMUQIML3615080,CN,"7,000",SOY PROTEIN ISOLATE FOOD GRADE,"19,661.91","990,402.00"
17-Jan,HILTI PHILIPPINES INC.,HILTI AG,ATACAMA,MNL215630,SG,"2,242",FILLING FOAM,"13,049.80","690,167.00"
22-Jan,HILTI PHILIPPINES INC.,HILTI CORPORATION,SONGA HAYON 802A,SGSIN0000083648,SG,"4,402","HILTI FIXING EQUIPMENT INJECTABLE MORTAR, AD","79,340.53","4,213,129.00"
30-Jan,HILTI PHILIPPINES INC.,HILTI CORPORATION,CMA CGM VERDI 247E,OOLU2598940680,SG,"32,797","HILTI FIXING EQUIPMENT INJECTABLE MORTAR, FS","104,046.00","5,586,382.00"
23-Jan,HIZON LABORATORIES INC,COLORCON ASIA PACIFIC PTE LTD,KOTA JUTA V.0320E,SEAE20310453,US,"1,500",4 PLTS. STARCH 1500 PARTIALY PREGELATINIZED,"6,050.00","319,552.00"
23-Jan,HOMEBASE TRADING & GEN MERCHANDISE,"PUNING JUN HAO YU TRADING CO., LTD.",SITC GENSAN V.1802S,STGS1802MN141,CN,"5,210",GLUE LIQUID,"7,981.09","408,360.00"
12-Jan,HONDA PHILIPPINES INC.,THREE BOND SINGAPORE PTE LTD,PR508,SIN1595498,SG,102,LIQUID GASKET/ THREEBOND 1215,"6,843.55","367,197.00"
12-Jan,HONDA TRADING PHILS. CORPORATION,HONDA TRADING ASIA CO LTD,ITAL MELODIA 0808 111E,EGLV050701161902,TH,"12,322","PAINT SEALER,UNDER BODY COAT SEALER,SPOT SEA","25,666.94","1,366,237.00"
16-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1732S,SITSMMS17040262A,JP,"43,975",CEMEDINE EM346 1KG/12PCS/BOX (SILICON SEALAN,"138,360.05","7,333,355.00"
16-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,CAPE NABIL 031S,KKLUJPZA032677,JP,"25,484",CEMEDINE TILE EPOXY 50KG/SET (SILICON SEALAN,"129,534.21","6,854,357.00"
8-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,IWASHIRO 249S,KKLUJPZA032665A,JP,"13,619",GAIBUYOU SEALANT BLACK CH (SILICON SEALANT F,"80,320.37","4,228,828.00"
5-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1736S,SITSMMS17038312,JP,"1,336",MS A-432 (SEALANT FOR WINDOW),"7,801.05","414,021.00"
16-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1732S,SITSMMS17040262A,JP,"1,660",REPAIR PUTTY 340G (CHEMICALS),"5,222.59","277,625.00"
25-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1802S,SITSMMS1704269,JP,"16,879",SEKISUI BOND #94-ES BLACK DRUM,"102,120.63","5,424,269.00"
5-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1736S,SITSMMS17038312,JP,"15,990",SEKISUI BOND #94-ES BLACK DRUM,"93,352.41","4,940,161.00"
10-Jan,HYSONIC PHILIPPINES INC,"RBK EMD CO., LTD",KE621,SEE1801305,KR,58,GLUE,"13,053.13","685,814.00"
5-Jan,IM DIGITAL PHIL INC,SAKAI TRADING COMPANY LIMITED,LD 0457,19764,JP,159,ADHESIVE,"19,248.19","1,017,198.00"
11-Jan,IM DIGITAL PHIL INC,IM CO. LTD,KE623,PNX113646,KR,39,ADHESIVE TP,"6,995.58","375,226.00"
5-Jan,IM DIGITAL PHIL INC,IM CO. LTD,KE621,PNX113490,KR,70,ADHESIVE-TP & ETC.,"19,816.86","1,047,063.00"
18-Jan,IM DIGITAL PHIL INC,IM CO. LTD,KE623,PNX113810,KR,65,ADHESIVE-TP & ETC.,"15,101.31","807,284.00"
30-Jan,IMCD PHILIPPINES CORPORATION,BHJ A/S,COLOMBO,N900042683,DK,"10,000",1X20 CNTR. STC : 500BAGS OF SCANPRO TM BEEF,"67,013.20","3,467,523.00"
10-Jan,INFINITY SPORTS INTERNATIONAL INC.,"NINGBO JOHNSHEN STATIONERY CO.,LTD",TORRES STRAIT V.1729,11668,CN,"7,950",WHITE CRAFT GLUE,"5,681.48","288,314.00"
12-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI JAKARTA V 084W,HDMUIPWB3454878,US,"18,371",1X40 CNTR BATTER BIND S TRUETRACE IP,"14,245.11","753,315.00"
18-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI JAKARTA V 084W,HDMUIPWB3454903,US,"18,371",1X40 CONTAINER STC THERMTEX TRUETRACE IP,"19,284.93","1,014,637.00"
26-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI SHANGHAI V205W,HDMUIPWB3457028,US,"18,893",DEXTRINS AND OTHER MODIFIED STARCHES (THERMT,"18,679.03","998,882.00"
12-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL SEABREEZE 0100N,MOLU13807324033,TH,"70,965",ELASTIGEL 1000J/ELATIGEL 3000M,"66,977.92","3,375,131.00"
12-Jan,INGREDION PHILIPPINES INC.,INGREDION BRASIL INGREDIENTS,VALENCE 260AAE,BRSSZ4010700514,BR,"10,215",MODIFIED CORN STARCH DRYFLO,"13,669.65","714,858.00"
29-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HORIZON 1097E,MOLU13807381706,TH,"35,750",MODIFIED STARCH PURITY 77 HV,"21,623.43","1,116,013.00"
19-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI JAKARTA V. 084W,HDMUIPWB3454552,US,"18,371",MODIFIED STARCHES (THERMTEX),"19,284.93","1,015,321.00"
18-Jan,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,HYUNDAI JAKARTA 084W,HDMUIPWB3454544,US,"16,465","NATIONAL 711/ BATTERBIND S (TRUETRACE, IP)","15,045.24","795,697.00"
16-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HORIZON 1096E,MOLU13807353828,TH,"204,105",NATIONAL 8991/CRISPIOCA/INSTANT PURE,"197,032.19","9,961,951.00"
19-Jan,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,HYUNDAI JAKARTA 084W,HDMUIPWB3453834,US,"18,893",NATIONAL 912/ GEL N MELT/ NATIONAL 465 (TRUE,"22,970.46","1,206,238.00"
24-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HOPE 0038E,MOLU13807323844,TH,"18,000",NATIONAL FRIGEX,"12,721.44","653,362.00"
31-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL (THAIL,HANSA SIEBURG 1803,64571,TH,"18,000",STC MODIFIED STARCH (TAPIOCA),"12,315.48","637,672.00"
8-Jan,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,HYUNDAI BUSAN 104W,HDMUIPWB3451703,US,"18,371",THERMEX (TRUETRACE IP),"19,284.93","1,009,872.00"
19-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",CALLAO BRIDGE V.123S,NYKSTY6AF8349700,JP,"1,904",1826 NE THREEBOND BRAND PRODUCTS (TB2236C/,"38,292.13","2,041,863.00"
31-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),ISEACO FORTUNE V.1803N,BKK0644980,TH,"2,641",625 PE UV ADHESIVE(TB3089H/TB3089G)DI ACRY,"150,093.34","8,059,186.00"
30-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),PR731,YTH02619396,TH,352,TB 3089D,"12,422.70","672,196.00"
6-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND SINGAPORE PTE LTD,PR512,PUM104659,SG,96,TB 3089H,"7,340.20","391,309.00"
26-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND SINGAPORE PTE LTD,PR502,PUM104831,SG,93,TB 3089H TB 3089G,"7,650.50","416,049.00"
19-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),TG620,YTH02606995,TH,528,TB 3140C,"26,001.00","1,385,400.00"
13-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),TG620,YTH02591901,TH,866,TB 3140C TB 2217P TB 3089D,"40,043.62","2,120,873.00"
16-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",PR431,739213,JP,148,"TB2082C, TB1530P, TB1354B, TB3006","8,862.89","473,832.00"
8-Jan,INLAND WAREHOUSING AND LOGISTICS/,VICTEX ADVANCED MATERIALS CORPORATI,UNI ARISE,ATCCE1712005,TW,"2,900",EC CLEANER,"16,766.00","889,189.00"
17-Jan,INTEGRATED MICRO-ELECTRONICS INC.,EMANUELE MASCHERPA SPA,CX935,4782018MI,IT,"1,120",EMAX RESINA PUR 560 (RESIN),"5,393.49","290,964.00"
7-Jan,INTEGRATED MICRO-ELECTRONICS INC.,HENKEL LOCTITE,OZ701,UYN00008536,CN,190,LOCTITE,"6,491.10","347,121.00"
17-Jan,INTEGRATED MICRO-ELECTRONICS INC.,NIHON HANDA MANUFACTURING,MH804,7HZZ578,MY,126,SOLDER PASTE,"6,434.98","345,623.00"
3-Jan,INTERNATIONAL FLAVORS & FRAGRANCES,DSM FOOD SPECIALTIES B.V.,NYK JOANNA V.059N,27101,DE,720,EXPRESA 2200 GF POWDER,"5,338.35","277,256.00"
19-Jan,INTERNATIONAL WIRING SYSTEMS PHILS.,SIIX CORP.,CI5879,YJP19865591,JP,"1,940","BOND, CLIP AND CLAMP, ETC","46,111.78","2,452,073.00"
21-Jan,J & J PHILIPPINES CORPORATION,"JYOHOKU DENSO CO., LTD.",PR407,YJP20621543,JP,422,"ADHESION,SLEEVE, ETC.","16,846.12","899,828.00"
18-Jan,JAIRATECH INC.,HUNTSMAN ADVANCED MATERIALS,CI5841,92332,US,109,EPIBOND 420 A/B,"12,119.16","648,862.00"
29-Jan,JANGHO GROUP CO LTD PHILIPPINE BRAN,GUANGZHOU JANGHO CURTAIN,TILLY RUSS,CAMNZXE33838,CN,850,WEATHER PROOFING SEALANT,"5,085.81","262,283.00"
23-Jan,JCT ENTERPRISE,HEBEI YUEHAN TRADING CO LTD,HAI LIAN V.1802S,SITGSHMNT11951,CN,"4,800",SILICONE SEALANT,"6,567.31","337,332.00"
23-Jan,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP LTD,ST BLUE,OOLU2598301009,VN,"54,000",3 X 20 STC MODIFIED STARCH DISTARCH PHOSPHAT,"32,410.55","1,657,536.00"
22-Jan,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP,ST BLUE 020N,OOLU2598420340,VN,"180,000",MODIFIED STARCH ACETYLATED DISTARCH ADIPATE,"125,140.65","6,374,508.00"
24-Jan,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP,ST BLUE 020E,OOLU2598301000,VN,"54,000",MODIFIED STARCH ACETYLATED DISTARCH PHOSPHAT,"37,272.11","1,903,129.00"
18-Jan,JT INTERNATIONAL ASIA MFG. CORP.,H.B. FULLER ADHESIVES MALAYSIA SDN,HERMA P 17001E,COAU7120783810A,MY,"3,175",ADHESIVE DURABOND-CONTROLLED,"7,376.64","397,767.00"
31-Jan,JTK ELECTRONIC COMPONENTS,WELLS ELECTRONIC MATERIAL,ISAO,SZHOE18015677,CN,"2,550",EPOXY ADHESIVE,"11,305.92","613,530.00"
3-Jan,KAMAZ TRADING,SHENZHEN YINGHUI CHUANGZHAN TRADE C,MCC KYOTO V.1731,MCB064853,CN,"27,270",STC THERMOPLASTIC PAINT,"14,364.00","732,613.00"
17-Jan,KASAMAHAN KAIBIGAN TRADING,"NINGBO SUNLIT INTERNATIONAL CO., LT",ISAO,SITGNBMN206076,CN,"13,500","WHITE GLUE-ITEM#G-100, ITEM#88151-36D","6,956.64","356,663.00"
10-Jan,KEMIE SPECIALITY CORP.,PT. DOW INDONESIA,AS CONSTANTINA 0751-003B,EGLV080700535401,CN,"8,000",ROBOND(TM) RH-218 EMULSION,"12,800.00","649,887.00"
18-Jan,KINPO ELECTRONICS (PHILIPPINES) INC,ATOM-CELS SINGAPORE PTE LTD,NYK JOANNA V 060N,84106,SG,600,CONFORMAL COATING,"38,309.57","2,029,671.00"
30-Jan,KK CONVERTER PHILS INC.,ETERNAL MATERIALS CO LTD,PHILIPPA SCHULTE,KHH085788,TW,"14,400",RAW MATERIALS FOR MANU. PRESSURE SENSITIVE,"8,127.52","446,715.00"
17-Jan,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,WAN HAI 162,0017D70171,TW,"18,000",RAW MATERIALS FOR MANUFACTURING PRESSURE SEN,"7,808.00","423,007.00"
9-Jan,KNOWLES ELECTRONICS (PHILIPPINES)/,NI MALAYSIA SDN BHD / NATIONAL INST,CX 925,77562,MY,16,SMB200 SMB PLUG TO SMB PLUG COAX 50 OHM 1FT,"14,467.00","797,104.00"
9-Jan,KNOWLES ELECTRONICS (PHILIPPINES)/,NI MALAYSIA SDN BHD / NATIONAL INST,LD457,78041,MY,14,SMB200 SMB PLUG TO SMB PLUG COAX 50 OHM 1FT,"14,467.00","797,104.00"
30-Jan,KOMEYA FOOD PRODUCT CORPORATION,TONGAAT HULETT STARCH,JOGELA 166E,EGLV320730060571,ZA,"300,000",STARCH (PREGELATINISED),"81,240.00","4,350,377.00"
5-Jan,KORPACK PHILIPPINES CORPORATION,KORPACK CORPORATION,FPMC CONTAINER 8,EKLX1712018,KR,"7,100","ADHESIVE - D-3500, D-30","6,275.09","333,799.00"
24-Jan,KOU FU PACKAGING CORPORATION,"DING SHUNG MACHINERY COM., LTD",HYUNDAI FORWARD V 077S,HDMUTAML0569311,TW,"20,300",GLUE,"32,560.00","1,770,115.00"
30-Jan,LAKSHMI BEMT BUILDING ENVELOPE MANU,ALL SEAL AUSTRALIA,YM PORTLAND V.087N,S00017870,AU,"10,856",DOW CORNING SILICONE SEALANT,"53,825.60","2,897,102.00"
17-Jan,LINTEC PHILIPPINES (PEZA) INC.,PT. LINTEC INDONESIA,ST GREEN,52JKT0013658,ID,"4,985",LINTEC SELF ADHESIVE FILM,"28,397.11","1,501,343.00"
26-Jan,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,IWASHIRO,TPRA841,JP,"11,622",LINTEC SELF ADHESIVE PRODUCTS,"91,762.23","4,893,707.00"
12-Jan,LINTEC PHILIPPINES (PEZA) INC.,"LINTEC (THAILAND) CO., LTD.",SITC BANGKOK,ACUMNL17120283,TH,"8,737",LINTEC SELF ADHESIVE PRODUCTS,"83,626.03","4,413,451.00"
22-Jan,LINTEC PHILIPPINES (PEZA) INC.,"LINTEC (THAILAND) CO., LTD.",MOL HOPE,INLB3017TH764,TH,"8,186",LINTEC SELF ADHESIVE PRODUCTS,"81,352.17","4,336,359.00"
10-Jan,LINTEC PHILIPPINES (PEZA) INC.,"LINTEC (THAILAND) CO., LTD.",MOL HORIZON,INLB2993TH764,TH,"4,804",LINTEC SELF ADHESIVE PRODUCTS,"54,681.00","2,902,546.00"
10-Jan,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,IWASHIRO,TPQL834,JP,"8,925",LINTEC SELF ADHESIVE PRODUCTS,"54,484.00","2,881,140.00"
3-Jan,LINTEC PHILIPPINES (PEZA) INC.,LINTEC CORPORATION,CALLAO BRIDGE,TPQL827,JP,"5,607",LINTEC SELF ADHESIVE PRODUCTS,"44,692.14","2,389,984.00"
