DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
26-Jun,J-CHANNEL INGREDIENTS CORPORATION,TONGAAT HULETT STARCH,EVER DIADEM,ONEYCPTU02608900,ZA,36000.00,2 X 20 CNTR. STYWAX AWM,"18,720.00",1036277.00
4-Jun,AP MAGNA CHEM DISTRIBUTION CORP.,THANH VU JOINT STOCK COMPANY,IRENE ROSE V. 1804N,KCAHCMMNL002818,VN,36000.00,2 X 20 CONT STC 1440 BAGS OF MODIFIED TAPIOC,"24,484.40",1306155.00
14-Jun,VET SPECIALISTS INC,ALIVIRA ANIMAL HEALTH LIMITED,NORTHERN JUPITER 800E,9072,IN,5790.00,231 PKGS VETERZYME 25KG,"17,702.40",970425.00
4-Jun,3M PHILIPPINES INC,3M COMPANY,SINGAPORE 026S,OOLU2602484141,US,1159.00,2364 CAN 3M FOAM FAST 74 SPRAY ADH ORANGE,"10,015.23",553799.00
4-Jun,INLAND WAREHOUSING & LOGISTICS DIV.,THREEBOND MANUFACTURING (THAILAND),SITC ZHEJIANG V.1811N,BKK0693748,TH,2720.00,272 PE THREEBOND BRAND PRODUCTS (TB3089H/T,"163,659.27",9052385.00
6-Jun,DKSH PHILIPPINES INC.,"SMS CORPORATION CO., LTD.",SITC SHANGHAI 1809N,LCHCB18011804,TH,30000.00,"2X20 STC 1200 BAGS KREATION (20CL/MB) , SAUC","22,641.30",1207863.00
28-Jun,SHINDENGEN PHILIPPINES CORPORATION,PANASONIC MANUFACTURING AYUTHAYA  C,CALICANTO BRIDGE V. 259E,ONEYBKKU32046800,TH,23760.00,2X20RF ENCAPSULATION COMPOUND,"89,376.67",4936208.00
13-Jun,SHINDENGEN PHILIPPINES CORPORATION,PANASONIC MANUFACTURING AYUTHAYA  C,CALIOCANTO BRIDGE V. 258E,ONEYBKKU29483500,TH,23760.00,2X20RF EPOXY ENCAPSULATION COMPOUND,"92,380.27",5019477.00
25-Jun,AP MAGNA CHEM DISTRIBUTION CORP.,THANH VU JOINT STOCK COMPANY,CAPE FAWLEY 18007N,YTLMNL1806032,VN,52500.00,3 X 20 CONT STC 2100 BAGS OF MODIFIED TAPIOC,"35,732.10",1932081.00
28-Jun,PIONEER ADHESIVES INC,POLYMERIC SYSTEMS INC,MAJD V. 806A,SX17633,US,2939.00,"36 AQUAMEND, 36 FASTSEEL,36 REP IT QUICK-","26,145.08",1516060.00
13-Jun,HAMBURG TRADING CORPORATION,CARGILL DEUTSCHLAND GMBH,MSC MIRJA V. 817E,54748,DE,72000.00,4X20 CONTAINER STC: 2880 BAGS C TEX 06214 AC,"61,482.00",3353549.00
4-Jun,JEBSEN & JESSEN INGREDIENTS (P),VEDAN (VIETNAM) ENTERPRISE CORP. LT,GUAYAQUIL BRIDGE 738W,SITSGMNG137594,VN,90000.00,5 X 20 STC MODIFIED STARCH [ACETYLATED DISTA,"66,621.41",3538343.00
21-Jun,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",QUEZON BRIDGE V.213S,MEI1183032,JP,1075.00,567 NE THREEBOND BRAND PRODUCTS(TB 2236C/T,"16,940.98",947604.00
4-Jun,JEBSEN & JESSEN INGREDIENTS (P),VEDAN (VIETNAM ) ENTERPRISE CORP. L,GUAYAQUIL BRIDGE V738,SITSGMNG137593,VN,108000.00,6 X 20 STC MODIFIED STARCH [ACETYLATED DISTA,"81,566.22",4330097.00
25-Jun,JEBSEN & JESSEN INGREDIENTS (P),VEDAN (VIETNAM) ENTERPRISE CORP. LT,CALICANTO BRIDGE,SITSGMNG139584,VN,108000.00,6 X 20 STC MODIFIED STARCH [ACETYLATED DISTA,"81,565.77",4396529.00
21-Jun,CENTURY PACIFIC FOOD INC.,GENERAL STARCH LIMITED,SITC SHANGHAI,BKKCB18007393,TH,20000.00,800 BAGS MODIFIED TAPIOCA STAR,"16,473.20",883601.00
22-Jun,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",ISEACO FORTUNE V1820S,MEI1183020,JP,1881.00,815 NE THREEBAND BRABD PRODUCTS(TB2236C/TB,"9,449.81",530901.00
8-Jun,SUPERSTAR COCONUT PRODUCTS CO. INC,SAN SOON SENG FOOD INDUSTRIES,TS TAICHUNG 18004N,PKG1451622,MY,16000.00,AAA MALTODEXTRIN,"16,208.00",890899.00
19-Jun,EDWARD KELLER (PHILS.) INC.,CARGILL DEUTSCHLAND GMBH,MSC MIRJA V817E,54830,DE,18000.00,ACETYLATED DISTARCH ADIPATE,"22,781.74",1244101.00
